STRING ID,DESCRIPTION,ENGLISH,FRENCH / FRANÇAIS,SPANISH / ESPAÑOL,GERMAN / DEUTSCH,ITALIAN / ITALIANO,PORTUGUESE / PORTUGUÊS (BR),PORTUGUESE / PORTUGUÊS (PT),RUSSIAN / РУССКИЙ,GREEK / ΕΛΛΗΝΙΚΑ,TURKISH / TÜRKÇE,DANISH / DANSK,NORWEGIAN (NB) / NORSK BOKMÅL,SWEDISH / SVENSKA,DUTCH / NEDERLANDS,POLISH / POLSKI,FINNISH / SUOMI,JAPANESE / 日本語,SIMPLIFIED CHINESE / 简体中文,TRADITIONAL CHINESE / 繁体中文,KOREAN / 한국어,CZECH / ČEŠTINA,HUNGARIAN / MAGYAR,ROMANIAN / ROMÂNĂ,THAI / ภาษาไทย,BULGARIAN / БЪЛГАРСКИ,עברית / HEBREW,العربية / ARABIC,BOSNIAN
MODIFIER_ZEN_MODE_HINT,,"No notes, obstacles or bombs. Just enjoy the song and lights!","Pas de notes, d'obstacles ni de bombes. Pour profiter simplement de la musique et des effets de lumière !","Sin notas, obstáculos o bombas. ¡Solamente disfruta la canción y las luces!","Keine Noten, Hindernisse oder Bomben. Hab einfach Spaß mit dem Song und den Lichtern!",,,,,,,,,,,,,音符や障害物や爆弾はありません。歌と光を楽しみましょう！,,,"음표도, 장애물도, 폭탄도 없습니다. 그저 음악과 빛을 즐기세요!",,,,,,,,
MODIFIER_SMALL_CUBES,,Small Notes,Petites notes,Notas Pequeñas,Kleine Noten,,,,,,,,,,,,,小さな音符,,,작은 음표,,,,,,,,
MODIFIER_SMALL_CUBES_HINT,,Notes are 50% normal size,Les notes sont 50 % moins grosses.,Las notas son 50 % del tamaño normal,Die Noten haben 50 % der normalen Größe.,,,,,,,,,,,,,音符が50%小さくなります,,,음표가 보통 크기보다 50% 줄어듭니다,,,,,,,,
SETTINGS_MENU_VOLUME,,Menu Music Volume,Volume de la musique du menu,Volumen de la Música del Menú,Menü-Musiklautstärke,,,,,,,,,,,,,メニュー音楽ボリューム,,,메뉴 음악 볼륨,,,,,,,,
SELECT_LANGUAGE,,Select Language,Choisissez une langue,Seleccionar Idioma,Sprache auswählen,,,,,,,,,,,,,言語を選択,,,언어 선택,,,,,,,,
SERVER_CONNECTION_FAILED_TRY_AGAIN,,Could not connect to the server.<br>Check your internet connection and try again,Échec de la connexion au serveur.<br>Vérifiez votre connexion Internet et réessayez.,No se pudo conectar al servidor.<br>Revisa tu conexión de internet e inténtalo de nuevo,Keine Verbindung zum Server.<br>Prüfe deine Internetverbindung und versuche es erneut.,,,,,,,,,,,,,サーバーに接続できません。<br>インターネットへの接続を確認して再実行してください,,,서버에 연결할 수 없습니다.<br>인터넷 연결을 확인하고 다시 시도하세요,,,,,,,,
PLAYER_SETTINGS_ENVIRONMENT_EFFECTS_EXPERT_PLUS_PRESET,,Expert+ Environment Effects,Effets d'environnement Expert +,Efectos de Entorno Expert+,Expert+ Umgebungseffekte,,,,,,,,,,,,,Expert+ 環境エフェクト,,,Expert+ 환경 효과,,,,,,,,
BTS_SHORT_NAME,,BTS,BTS,BTS,BTS,,,,,,,,,,,,,BTS,,,BTS,,,,,,,,
CRAB_RAVE_LABEL,environment & color scheme,Crab Rave,Crab Rave,Crab Rave,Crab Rave,,,,,,,,,,,,,Crab Rave,,,Crab Rave,,,,,,,,
FITBEAT_LABEL,environment & color scheme,FitBeat,FitBeat,FitBeat,FitBeat,,,,,,,,,,,,,FitBeat,,,FitBeat,,,,,,,,
GLASS_DESERT_LABEL,,Glass Desert,Glass Desert,Glass Desert,Glass Desert,,,,,,,,,,,,,Glass Desert,,,Glass Desert,,,,,,,,
GREEN_DAY_SHORT_NAME,,Green Day,Green Day,Green Day,Green Day,,,,,,,,,,,,,Green Day,,,Green Day,,,,,,,,
KALEIDOSCOPE_LABEL,environment & color scheme,Kaleidoscope,Kaleidoscope,Kaleidoscope,Kaleidoscope,,,,,,,,,,,,,Kaleidoscope,,,Kaleidoscope,,,,,,,,
KDA_LABEL,environment & color scheme,KDA,KDA,KDA,KDA,,,,,,,,,,,,,KDA,,,KDA,,,,,,,,
LINKIN_PARK_SHORT_NAME,,Linkin Park,Linkin Park,Linkin Park,Linkin Park,,,,,,,,,,,,,Linkin Park,,,Linkin Park,,,,,,,,
NOIR_COLOR_SCHEME,,Noir,Noir,Noir,Noir,,,,,,,,,,,,,Noir,,,Noir,,,,,,,,
ORIGINS_LABEL,environment & color scheme,Origins,Origins,Origins,Origins,,,,,,,,,,,,,Origins,,,Origins,,,,,,,,
ROCKET_LABEL,environment & color scheme,Rocket,Rocket,Rocket,Rocket,,,,,,,,,,,,,Rocket,,,Rocket,,,,,,,,
THE_FIRST_LABEL,environment & color scheme,The First,The First,The First,The First,,,,,,,,,,,,,The First,,,The First,,,,,,,,
TIMBALAND_SHORT_NAME,,Timbaland,Timbaland,Timbaland,Timbaland,,,,,,,,,,,,,Timbaland,,,Timbaland,,,,,,,,
CUSTOM_0_COLOR_SCHEME,,Custom 0,Personnalisé 0,Personalizado 0,Spezial 0,,,,,,,,,,,,,カスタム0,,,사용자 지정 0,,,,,,,,
CUSTOM_1_COLOR_SCHEME,,Custom 1,Personnalisé 1,Personalizado 1,Spezial 1,,,,,,,,,,,,,カスタム1,,,사용자 지정 1,,,,,,,,
CUSTOM_2_COLOR_SCHEME,,Custom 2,Personnalisé 2,Personalizado 2,Spezial 2,,,,,,,,,,,,,カスタム2,,,사용자 지정 2,,,,,,,,
CUSTOM_3_COLOR_SCHEME,,Custom 3,Personnalisé 3,Personalizado 3,Spezial 3,,,,,,,,,,,,,カスタム3,,,사용자 지정 3,,,,,,,,
TOO_SOON_FLYING_TEXT,,Too soon!,Trop tôt !,¡Demasiado pronto!,Zu früh!,,,,,,,,,,,,,早すぎます！,,,너무 빨라요!,,,,,,,,
WRONG_DIRECTION_FLYING_TEXT,,Wrong direction!,Mauvaise direction !,¡Dirección incorrecta!,Falsche Richtung!,,,,,,,,,,,,,方向が違います！,,,방향이 틀려요!,,,,,,,,
WRONG_COLOR_FLYING_TEXT,,Wrong color!,Mauvaise couleur !,¡Color incorrecto!,Falsche Farbe!,,,,,,,,,,,,,色が違います！,,,색이 틀려요!,,,,,,,,
CUT_HARDER_FLYING_TEXT,,Cut harder!,Tranchez plus fort !,¡Corta más fuerte!,Schlag härter!,,,,,,,,,,,,,もっと強くカット！,,,더 세게 베세요!,,,,,,,,
DO_NOT_CUT_FLYING_TEXT,,Do not cut!,Ne tranchez pas !,¡No cortes!,Nicht schlagen!,,,,,,,,,,,,,カットしないで！,,,베지 마세요!,,,,,,,,
READY_COUNTDOWN,,Ready,À vos marques,En sus marcas,Auf die Plätze,,,,,,,,,,,,,位置について,,,준비,,,,,,,,
SET_COUNTDOWN,,Set,Prêt,Listos,Fertig,,,,,,,,,,,,,用意,,,대기,,,,,,,,
GO_COUNTDOWN,,Go,Partez !,Fuera,Los,,,,,,,,,,,,,ドン,,,고,,,,,,,,
BTS_MUSIC_PACK,,BTS Music Pack,BTS Music Pack,BTS Music Pack,BTS Music Pack,,,,,,,,,,,,,BTS Music Pack,,,BTS Music Pack,,,,,,,,
CAMELLIA_SHORT_NAME,,Camellia,Camellia,Camellia,Camellia,,,,,,,,,,,,,Camellia,,,Camellia,,,,,,,,
CAMELLIA_MUSIC_PACK,,Camellia Music Pack,Camellia Music Pack,Camellia Music Pack,Caellia Music Pack,,,,,,,,,,,,,Camellia Music Pack,,,Camellia Music Pack,,,,,,,,
EXTRAS_PACK,,Extras,Extras,Extras,Extras,,,,,,,,,,,,,Extras,,,Extras,,,,,,,,
GREEN_DAY_MUSIC_PACK,,Green Day Music Pack,Green Day Music Pack,Green Day Music Pack,Green Day Music Pack,,,,,,,,,,,,,Green Day Music Pack,,,Green Day Music Pack,,,,,,,,
IMAGINE_DRAGONS_MUSIC_PACK,,Imagine Dragons Music Pack,Imagine Dragons Music Pack,Imagine Dragons Music Pack,Imagine Dragons Music Pack,,,,,,,,,,,,,Imagine Dragons Music Pack,,,Imagine Dragons Music Pack,,,,,,,,
IMAGINE_DRAGONS_SHORT_NAME,,Imagine Dragons,Imagine Dragons,Imagine Dragons,Imagine Dragons,,,,,,,,,,,,,Imagine Dragons,,,Imagine Dragons,,,,,,,,
LINKIN_PARK_MUSIC_PACK,,Linkin Park Music Pack,Linkin Park Music Pack,Linkin Park Music Pack,Linkin Park Music Pack,,,,,,,,,,,,,Linkin Park Music Pack,,,Linkin Park Music Pack,,,,,,,,
MONSTERCAT_MUSIC_PACK,,Monstercat Music Pack Vol. 1,Monstercat Music Pack Vol. 1,Monstercat Music Pack Vol. 1,Monstercat Music Pack Vol. 1,,,,,,,,,,,,,Monstercat Music Pack Vol. 1,,,Monstercat Music Pack Vol. 1,,,,,,,,
MONSTERCAT_SHORT_NAME,,Monstercat Vol. 1,Monstercat Vol. 1,Monstercat Vol. 1,Monstercat Vol. 1,,,,,,,,,,,,,Monstercat Vol. 1,,,Monstercat Vol. 1,,,,,,,,
OST_VOL_1_PACK,,Original Soundtrack Vol. 1,Original Soundtrack Vol. 1,Original Soundtrack Vol. 1,Original Soundtrack Vol. 1,,,,,,,,,,,,,Original Soundtrack Vol. 1,,,Original Soundtrack Vol. 1,,,,,,,,
OST_VOL_2_PACK,,Original Soundtrack Vol. 2,Original Soundtrack Vol. 2,Original Soundtrack Vol. 2,Original Soundtrack Vol. 2,,,,,,,,,,,,,Original Soundtrack Vol. 2,,,Original Soundtrack Vol. 2,,,,,,,,
OST_VOL_3_PACK,,Original Soundtrack Vol. 3,Original Soundtrack Vol. 3,Original Soundtrack Vol. 3,Original Soundtrack Vol. 3,,,,,,,,,,,,,Original Soundtrack Vol. 3,,,Original Soundtrack Vol. 3,,,,,,,,
OST_VOL_4_PACK,,Original Soundtrack Vol. 4,Original Soundtrack Vol. 4,Original Soundtrack Vol. 4,Original Soundtrack Vol. 4,,,,,,,,,,,,,Original Soundtrack Vol. 4,,,Original Soundtrack Vol. 4,,,,,,,,
PANIC_AT_THE_DISCO_SHORT_NAME,,Panic! At The Disco,Panic! At The Disco,Panic! At The Disco,Panic! At The Disco,,,,,,,,,,,,,Panic! At The Disco,,,Panic! At The Disco,,,,,,,,
PANIC_AT_THE_DISCO_MUSIC_PACK,,Panic! At The Disco Music Pack,Panic! At The Disco Music Pack,Panic! At The Disco Music Pack,Panic! At The Disco Music Pack,,,,,,,,,,,,,Panic! At The Disco Music Pack,,,Panic! At The Disco Music Pack,,,,,,,,
ROCKET_LEAGUE_SHORT_NAME,,Rocket League x Monstercat,Rocket League x Monstercat,Rocket League x Monstercat,Rocket League x Monstercat,,,,,,,,,,,,,Rocket League x Monstercat,,,Rocket League x Monstercat,,,,,,,,
ROCKET_LEAGUE_MUSIC_PACK,,Rocket League x Monstercat Music Pack,Rocket League x Monstercat Music Pack,Rocket League x Monstercat Music Pack,Rocket League x Monstercat Music Pack,,,,,,,,,,,,,Rocket League x Monstercat Music Pack,,,Rocket League x Monstercat Music Pack,,,,,,,,
TIMBALAND_MUSIC_PACK,,Timbaland Music Pack,Timbaland Music Pack,Timbaland Music Pack,Timbaland Music Pack,,,,,,,,,,,,,Timbaland Music Pack,,,Timbaland Music Pack,,,,,,,,
DEMO_PACK,,Demo,Demo,Demo,Demo,,,,,,,,,,,,,Demo,,,Demo,,,,,,,,
MAX_MISSION_OBJECTIVE_TYPE,,Max,Max.,Máx,Max.,,,,,,,,,,,,,最大,,,최대,,,,,,,,
MIN_MISSION_OBJECTIVE_TYPE,,Min,Min.,Mín,Min.,,,,,,,,,,,,,最小,,,최소,,,,,,,,
BIG_MIRROR_ENVIRONMENT,,Big Mirror,Big Mirror,Big Mirror,Big Mirror,,,,,,,,,,,,,Big Mirror,,,Big Mirror,,,,,,,,
IMAGINE_DRAGONS_ENVIRONMENT,,Dragons,Imagine Dragons,Imagine Dragons,Imagine Dragons,,,,,,,,,,,,,Imagine Dragons,,,Imagine Dragons,,,,,,,,
GREEN_DAY_GRENADE_ENVIRONMENT,,Green Day Grenade,Green Day Grenade,Green Day Grenade,Green Day Grenade,,,,,,,,,,,,,Green Day Grenade,,,Green Day Grenade,,,,,,,,
MONSTERCAT_ENVIRONMENT,,Monstercat,Monstercat,Monstercat,Monstercat,,,,,,,,,,,,,Monstercat,,,Monstercat,,,,,,,,
NICE_ENVIRONMENT,,Nice,Nice,Nice,Nice,,,,,,,,,,,,,Nice,,,Nice,,,,,,,,
PANIC_AT_THE_DISCO_ENVIRONMENT,,Panic,Panic! At The Disco,Panic! At The Disco,Panic! At The Disco,,,,,,,,,,,,,Panic! At The Disco,,,Panic! At The Disco,,,,,,,,
TRIANGLE_ENVIRONMENT,,Triangle,Triangle,Triangle,Triangle,,,,,,,,,,,,,Triangle,,,Triangle,,,,,,,,
MENU_ROOM,,Room,Espace,Área,Raum,,,,,,,,,,,,,ルーム,,,공간,,,,,,,,
MENU_CAMERA,,Camera,Caméra,Cámara,Kamera,,,,,,,,,,,,,カメラ,,,카메라,,,,,,,,
PROMO_BANNER_PLAY_NOW_LABEL,,Play now,Jouer,Jugar ahora,Jetzt spielen,,,,,,,,,,,,,今プレイ,,,지금 플레이하기,,,,,,,,
PROMO_BANNER_DISCOVER_MORE_CONTENT_LABEL,,Discover more content,Découvrir plus,Descubrir más contenido,Mehr Inhalte entdecken,,,,,,,,,,,,,もっとコンテンツを発見する,,,다른 콘텐츠 알아보기,,,,,,,,
PROMO_BANNER_RECOMMENDED_LABEL,,Recommended,Recommandé,Recomendado,Empfehlungen,,,,,,,,,,,,,推奨,,,추천,,,,,,,,
PROMO_GET_NOW_LABEL,,Get now,Obtenir,Obtener ahora,Jetzt holen,,,,,,,,,,,,,今入手,,,지금 받기,,,,,,,,
LEVEL_FAILED_TEXT_EFFECT,," Level
Failed"," Niveau
échoué"," Nivel
fallido"," Level
fehlgeschlagen",,,,,,,,,,,,,ステージ失敗,通关失败,," 레벨
실패",,,,,,,,
PSVR_SAFE_AREA_CONFIRMATION_TEXT,,"Please face in the direction of text above and read it to continue.
Press and hold OPTIONS button to recenter for better view.","Veuillez lire le texte en face de vous pour continuer.
 Maintenez le bouton OPTIONS pour recentrer si nécessaire.","Dirígete al texto y léelo para continuar.
 Mantén pulsado el botón OPCIONES para volver a centrar y obtener una mejor vista.","Bitte schau in die Richtung des obigen Textes und lese diesen, um fortzufahren.
 Drücke und halte „OPTIONEN“, um für eine bessere Ansicht neu zu zentrieren.",,,,,,,,,,,,,"上のテキストの方を向いてお読みください。
 オプションボタンを長押しすると、見やすい場所に再配置されます。",,,"계속하려면 위의 글을 정면으로 바라보고 읽어주세요.
 시야를 더 확보하려면 옵션 버튼을 길게 눌러 다시 중앙으로 맞추세요.",,,,,,,,
CREDITS_DESIGN_MANAGER,,Design Manager,Chef concepteur,Mánager de Diseño,Designmanager,,,,,,,,,,,,,デザインマネージャー,,,디자인 매니저,,,,,,,,
CREDITS_HEAD_OF_OCULUS_STUDIOS_OPERATIONS,,Head of Oculus Studios Operations,Chef d'Oculus Studios Operations,Jefe  de Oculus Studios Operations,Leiter der Oculus Studios Operations,,,,,,,,,,,,,Oculus Studios Operations責任者,,,Oculus Studios Operations 책임자,,,,,,,,
CREDITS_HEAD_OF_1ST_PARTY_STUDIOS_GROUP,,Head of 1st Party Studios Group,Chef de 1st Party Studios Group,Jefe de 1st Party Studios Group,Leiter der 1st Party Studios Group,,,,,,,,,,,,,1st Party Studios Group責任者,,,1st Party Studios Group 책임자,,,,,,,,
CREDITS_ANALYTICS,,Analytics,Analyses,Equipo de Analytics,Analytik,,,,,,,,,,,,,アナリティクス,,,분석,,,,,,,,
CREDITS_QA_HEAD_OF_SERVICES,,Head of Services,Chef de service,Jefe de Servicios,Dienstleistungsleiter,,,,,,,,,,,,,サービス担当,,,서비스 책임자,,,,,,,,
CREDITS_QA_MANAGER,,QA Manager,Responsable Assurance Qualité,Mánager de QA,QS-Manager,,,,,,,,,,,,,QAマネージャー,,,QA 매니저,,,,,,,,
CREDITS_QA_PROJECT_MANAGER,,QA Project Manager,Chef de projet Assurance Qualité,Gestor de Proyecto de QA,QS-Projektmanager,,,,,,,,,,,,,QAプロジェクトマネージャー,,,QA 프로젝트 매니저,,,,,,,,
CREDITS_QA_TEAM_LEAD,,QA Team Lead,Chef d'équipe Assurance Qualité,Líder del Equipo de QA,QS-Teamleiter,,,,,,,,,,,,,QAチームリーダー,,,QA 팀 리드,,,,,,,,
CREDITS_QA_ADDITIONAL_SENIOR_TEAM,,Additional Support,Soutien additionnel,Apoyo Adicional,Zusätzliches leitendes Team,,,,,,,,,,,,,追加サポート,,,추가 지원,,,,,,,,
CREDITS_QA_TESTERS,,QA Testers,Testeurs Assurance Qualité,Testers de QA,QS-Tester,,,,,,,,,,,,,QAテスター,,,QA 테스터,,,,,,,,
CREDITS_LOCALIZATION_MANAGER,,Localization Manager,Responsable Localisation,Mánager de Localización,Lokalisierungssmanagerin,,,,,,,,,,,,,ローカライズマネージャー,,,현지화 매니저,,,,,,,,
CREDITS_LQA_AUDIO_AND_LOCALIZATION_MANAGER,,Audio & Localization Manager,Responsable Audio et Localisation,Mánager de Audio y Localización,Audio- und Lokalisierungsmanager,,,,,,,,,,,,,オーディオ＆ローカライズマネージャー,,,오디오 및 현지화 매니저,,,,,,,,
CREDITS_LQA_LOCALIZATION_PROJECT_MANAGER,,Localization Project Manager,Chefs de projet Localisation,Gestores de Proyecto de Localización,Lokalisierungs-Projektmanager,,,,,,,,,,,,,ローカライズプロジェクトマネージャー,,,현지화 프로젝트 매니저,,,,,,,,
CREDITS_LQA_LOCALIZATION_QA_MANAGER,,Localization QA Manager,Responsable Assurance Qualité Localisation,Mánager de Localización QA,Lokalisierungs-QS-Manager,,,,,,,,,,,,,ローカライズQAマネージャー,,,현지화 QA 매니저,,,,,,,,
CREDITS_LQA_QA_PROJECT_MANAGER,,Localization QA Project Manager,Cheffe de projet Assurance Qualité Localisation,Gestor de Proyecto de QA de Localización,Lokalisierungs-QS-Projektmanagerin,,,,,,,,,,,,,ローカライズQAプロジェクトマネージャー,,,현지화 QA 프로젝트 매니저,,,,,,,,
CREDITS_LQA_LOCALIZATION_QA_LEAD,,Localization QA Lead,Chef d'équipe Assurance Qualité Localisation,Líder de QA de Localización,Lokalisierungs-QS-Leiter,,,,,,,,,,,,,ローカライズQAリーダー,,,현지화 QA 리드,,,,,,,,
CREDITS_LQA_TRANSLATION_TEAM,,Translation Team,Équipe traduction,Equipo de Traducción,Übersetzungsteam,,,,,,,,,,,,,ローカライズチーム,,,번역 팀,,,,,,,,
CREDITS_LQA_LOCALIZATION_QA_TEAM,,Localization QA Team,Équipe Assurance Qualité Localisation,Equipo de QA de Localización,Lokalisierungs-QS-Team,,,,,,,,,,,,,ローカライズQAチーム,,,현지화 QA 팀,,,,,,,,
CREDITS_LQA_VOICE_TALENTS,,Voice Talents,Voix,Voces de doblaje,Stimmen,,,,,,,,,,,,,声の出演,,,성우,,,,,,,,
PLAYER_SETTINGS_NOTE_JUMP_DURATION_TYPE,,Jump Duration Type,Type d'écart,Tipo de Duración de Salto,Sprungdauer (Art),,,,,,,,,,,,,ジャンプ継続時間のタイプ,,,점프 기간 유형,,,,,,,,
PLAYER_SETTINGS_NOTE_JUMP_FIXED_DURATION,,Jump Duration,Durée de l'écart,Duración de Salto,Sprungdauer,,,,,,,,,,,,,ジャンプ継続時間,,,점프 기간,,,,,,,,
PLAYER_SETTINGS_NOTE_JUMP_DURATION_TYPE_DYNAMIC,,Dynamic,Dynamique,Dinámico,Dynamisch,,,,,,,,,,,,,動的,,,동적,,,,,,,,
PLAYER_SETTINGS_NOTE_JUMP_DURATION_TYPE_STATIC,,Static,Statique,Estético,Statisch,,,,,,,,,,,,,静的,,,정적,,,,,,,,
EULA_MENU,,EULA,EULA,EULA,EULA,,,,,,,,,,,,,EULA,,,EULA,,,,,,,,
PRIVACY_POLICY_MENU,,Privacy,Confidentialité,Privacidad,Datenschutz,,,,,,,,,,,,,プライバシー,,,개인정보,,,,,,,,
HEALTH_AND_SAFETY_MENU,,Health & Safety,Santé et sécurité,Salud y Seguridad,Gesundheit und Sicherheit,,,,,,,,,,,,,健康と安全,,,건강 및 안전,,,,,,,,
HELP_TITLE,,Help,Aide,Ayuda,Hilfe,,,,,,,,,,,,,ヘルプ,,,지원,,,,,,,,
BUTTON_LEGAL_SAFETY,,Legal & Safety,Règles légales et sécurité,Aspectos legales y Seguridad,Rechtliches & Sicherheit,,,,,,,,,,,,,法律と安全,,,법률 및 안전,,,,,,,,
CREDITS_STUDIO_MANAGER_FEMALE,,Studio Manager,Directrice du studio,Directora de Estudio,Studiomanagerin,,,,,,,,,,,,,スタジオ・マネージャー,,,스튜디오 매니저,,,,,,,,
CREDITS_EXECUTIVE_PRODUCER_FEMALE,,Executive Producer,Productrice exécutive,Productora Ejecutiva,Leitende Produzentin,,,,,,,,,,,,,エグゼクティブ・プロデューサー,,,총괄 프로듀서,,,,,,,,
EULA_UPDATE_NOTICE,,We have updated our End User License Agreement.,Nous avons mis notre Contrat de licence à jour.,Hemos actualizado nuestro Acuerdo de licencia de usuario final.,Wir haben unsere Endnutzer-Lizenzvereinbarung aktualisiert.,,,,,,,,,,,,,エンドユーザー使用許諾契約書を更新しました。,,,최종 사용자 라이선스 계약이 개정되었습니다.,,,,,,,,
PRIVACY_POLICY_UPDATE_NOTICE,,"Meta is now responsible for Beat Saber and your Beat Saber information. The Privacy Policy, updated to reflect this change, is immediately below.","Meta est désormais responsable de Beat Saber et de vos informations Beat Saber. La Politique de confidentialité, mise à jour pour refléter ces modifications, se trouve immédiatement ci-dessous.","Meta es ahora responsable de Beat Saber y tu información de Beat Saber. La Política de privacidad, que se ha actualizada para reflejar este cambio, se encuentra a continuación.","Meta ist jetzt verantwortlich für Beat Saber und deine Beat Saber-Informationen. Die Datenrichtlinie, die aufgrund dieser Änderung aktualisiert wurde, findest du direkt hierunter.",,,,,,,,,,,,,Metaは、Beat Saberと、Beat Saberにおけるお客様の情報について責任を負うことになりました。この変更を反映して更新されたプライバシーポリシーは、以下のとおりです。,,,이제 Meta에서 Beat Saber와 회원님의 Beat Saber 정보를 관리합니다. 이 변경 사항을 반영하기 위해 개정된 개인정보처리방침이 아래에 나와 있습니다.,,,,,,,,
EULA_DEFAULT_HEADER,,Beat Saber End User License Agreement,Contrat de licence Beat Saber,Acuerdo de licencia de usuario final de Beat Saber,Endnutzer-Lizenzvereinbarung von Beat Saber,,,,,,,,,,,,,Beat Saberエンドユーザー使用許諾契約書,,,Beat Saber 최종 사용자 라이선스 계약,,,,,,,,
PRIVACY_POLICY_DEFAULT_HEADER,,Beat Saber Privacy Policy,Politique de confidentialité de Beat Saber,Política de privacidad de Beat Saber,Beat Saber-Datenrichtlinie,,,,,,,,,,,,,Beat Saberプライバシーポリシー,,,Beat Saber 개인정보처리방침,,,,,,,,
BUTTON_AGREE_TO_UPDATES,,AGREE TO UPDATES,ACCEPTE LES MISES À JOUR,ACEPTAR CAMBIOS,DEN ÄNDERUNGEN ZUSTIMMEN,,,,,,,,,,,,,更新内容に同意する,,,개정 사항에 동의,,,,,,,,
REGION_NONE,,(Select Region),(Choisir une région),(Selecciona una región),(Region auswählen),,,,,,,,,,,,,（リージョンの選択）,,,(지역 선택),,,,,,,,
REGION_AMERICA,,North and South America,Amérique du Nord et du Sud,América del Norte y del Sur,Nord- und Südamerika,,,,,,,,,,,,,南北アメリカ,,,북남미,,,,,,,,
REGION_EUROPE,,Europe,Europe,Europa,Europa,,,,,,,,,,,,,ヨーロッパ,,,유럽,,,,,,,,
REGION_SOUTH_KOREA,,South Korea,Corée du Sud,Corea del Sur,Südkorea,,,,,,,,,,,,,韓国,,,한국,,,,,,,,
REGION_JAPAN,,Japan,Japon,Japón,Japan,,,,,,,,,,,,,日本,,,일본,,,,,,,,
REGION_OTHER,,Other,Autre,Otra,Andere,,,,,,,,,,,,,その他,,,기타,,,,,,,,
SELECT_REGION,,Select Region,Choisir une région,Selecciona una región,Region auswählen,,,,,,,,,,,,,リージョンの選択,,,지역 선택,,,,,,,,
BUTTON_I_ACCEPT,,I agree,Je suis d’accord,Acepto,Ich stimme zu,,,,,,,,,,,,,同意します,,,동의합니다,,,,,,,,
SONG_PROMO_NEW,,new,nouveautés,nuevas,neue,,,,,,,,,,,,,NEW,,,새로,,,,,,,,
SONG_PROMO_UPDATED,,updated,mises à jour,actualizadas,aktualisierte,,,,,,,,,,,,,アップデート版,,,업데이트됨,,,,,,,,
